Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Max†","Mumps, Previous 52 weeks Max†, flag","Mumps, Cum 2020†","Mumps, Cum 2020†, flag","Mumps, Cum 2019†","Mumps, Cum 2019†, flag","Novel influenza A virus infections§, Current week","Novel influenza A virus infections§, Current week, flag","Novel influenza A virus infections§, Previous 52 weeks Max†","Novel influenza A virus infections§, Previous 52 weeks Max†, flag","Novel influenza A virus infections§, Cum 2020†","Novel influenza A virus infections§, Cum 2020†, flag","Novel influenza A virus infections§, Cum 2019†","Novel influenza A virus infections§, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
OREGON,2020,36,,-,3,,1,,21,,,-,0,,,-,,-,OREGON,,20203661,POINT (-120.605279 43.940449)
DELAWARE,2020,36,,-,3,,7,,1,,,-,0,,,-,,-,DELAWARE,,20203629,POINT (-75.452394 38.994926)
ALABAMA,2020,36,,-,1,,3,,10,,,-,0,,,-,,-,ALABAMA,,20203639,POINT (-86.844516 32.756889)
KANSAS,2020,36,,-,0,,,-,9,,,-,0,,,-,,-,KANSAS,,20203622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,36,,-,18,,19,,10,,,-,0,,,-,,-,NORTH CAROLINA,,20203634,POINT (-79.130883 35.52603)
NEW JERSEY,2020,36,,-,5,,9,,44,,,-,0,,,-,,-,NEW JERSEY,,20203610,POINT (-74.655514 40.110253)
NEW MEXICO,2020,36,,-,3,,,-,33,,,-,0,,,-,,-,NEW MEXICO,,20203654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,36,,-,7,,43,,247,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20203614,
MONTANA,2020,42,,-,1,,1,,17,,,-,0,,,-,,-,MONTANA,,20204252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,42,,-,15,,78,,163,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20204220,
MASSACHUSETTS,2020,42,,-,4,,18,,52,,,-,0,,,-,,-,MASSACHUSETTS,,20204205,POINT (-71.481104 42.151077)
US RESIDENTS,2020,35,1,,95,,544,,2437,,,-,1,,1,,,-,,US RESIDENTS,20203501,
NEW HAMPSHIRE,2020,35,,-,3,,8,,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20203506,POINT (-71.57139 43.680429)
NEW YORK,2020,35,1,,4,,27,,39,,,-,0,,,-,,-,NEW YORK,,20203511,POINT (-75.59655 42.921241)
PACIFIC,2020,35,,-,34,,70,,222,,,-,1,,1,,,-,,PACIFIC,20203557,
NEBRASKA,2020,35,,-,19,,,-,24,,,-,0,,,-,,-,NEBRASKA,,20203525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,35,,-,21,,11,,72,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20203538,
NORTH DAKOTA,2020,35,,-,1,,3,,16,,,-,0,,,-,,-,NORTH DAKOTA,,20203526,POINT (-100.46931 47.446305)
NEVADA,2020,35,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20203553,POINT (-114.916992 39.283294)
ILLINOIS,2020,35,,-,3,,20,,72,,,-,0,,,-,,-,ILLINOIS,,20203515,POINT (-89.148632 40.124144)
IOWA,2020,35,,-,2,,7,,9,,,-,0,,,-,,-,IOWA,,20203521,POINT (-93.500061 42.074659)
TEXAS,2020,35,,-,34,,14,,652,,,-,0,,,-,,-,TEXAS,,20203547,POINT (-99.317341 31.447238)
ALASKA,2020,35,,-,0,,,-,1,,,-,0,,,-,,-,ALASKA,,20203558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,35,,-,1,,,-,3,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20203530,POINT (-77.016275 38.904785)
WASHINGTON,2020,35,,-,4,,,-,33,,,-,0,,,-,,-,WASHINGTON,,20203562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,35,,-,9,,44,,66,,,-,0,,,-,,-,,NEW ENGLAND,20203502,
RHODE ISLAND,2020,35,,-,1,,,-,8,,,-,0,,,-,,-,RHODE ISLAND,,20203507,POINT (-71.534637 41.572574)
OREGON,2020,35,,-,3,,,-,18,,,-,0,,,-,,-,OREGON,,20203561,POINT (-120.605279 43.940449)
DELAWARE,2020,35,,-,3,,7,,1,,,-,0,,,-,,-,DELAWARE,,20203529,POINT (-75.452394 38.994926)
ALABAMA,2020,35,,-,1,,3,,10,,,-,0,,,-,,-,ALABAMA,,20203539,POINT (-86.844516 32.756889)
KANSAS,2020,35,,-,0,,,-,9,,,-,0,,,-,,-,KANSAS,,20203522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,35,,-,18,,18,,10,,,-,0,,,-,,-,NORTH CAROLINA,,20203534,POINT (-79.130883 35.52603)
GUAM,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20203566,POINT (144.653198 13.3532)
NEW JERSEY,2020,35,,-,5,,9,,42,,,-,0,,,-,,-,NEW JERSEY,,20203510,POINT (-74.655514 40.110253)
NEW MEXICO,2020,35,,-,3,,,-,33,,,-,0,,,-,,-,NEW MEXICO,,20203554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,35,,-,7,,41,,166,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20203514,
TENNESSEE,2020,35,,-,21,,4,,14,,,-,0,,,-,,-,TENNESSEE,,20203542,POINT (-86.343226 35.842998)
CONNECTICUT,2020,35,,-,6,,18,,3,,,-,0,,,-,,-,CONNECTICUT,,20203503,POINT (-72.738288 41.575155)
MARYLAND,2020,35,,-,1,,4,,12,,,-,0,,,-,,-,MARYLAND,,20203533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,35,,-,19,,16,,9,,,-,0,,,-,,-,SOUTH CAROLINA,,20203535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,35,,-,2,,2,,5,,,-,0,,,-,,-,OKLAHOMA,,20203546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20203565,POINT (145.725693 15.1834)
OHIO,2020,35,,-,2,,10,,52,,,-,0,,,-,,-,OHIO,,20203518,POINT (-82.70936 40.415534)
MINNESOTA,2020,35,,-,1,,2,,12,,,-,0,,,-,,-,MINNESOTA,,20203523,POINT (-94.198308 46.349153)
LOUISIANA,2020,35,,-,20,,42,,170,,,-,0,,,-,,-,LOUISIANA,,20203545,POINT (-91.840238 30.921314)
HAWAII,2020,35,,-,1,,1,,1,,,-,1,,1,,,-,HAWAII,,20203560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,35,,-,29,,71,,248,,,-,0,,,-,,-,,SOUTH ATLANTIC,20203528,
PENNSYLVANIA,2020,35,,-,14,,24,,355,,,-,0,,,-,,-,PENNSYLVANIA,,20203513,POINT (-77.838886 40.896694)
UTAH,2020,35,,-,1,,2,,23,,,-,0,,,-,,-,UTAH,,20203555,POINT (-111.678222 39.323779)
COLORADO,2020,35,,-,6,,29,,58,,,-,0,,,-,,-,COLORADO,,20203550,POINT (-105.547832 38.998552)
VERMONT,2020,35,,-,1,,2,,2,,,-,0,,,-,,-,VERMONT,,20203508,POINT (-72.662695 44.075252)
KENTUCKY,2020,35,,-,1,,3,,5,,,-,0,,,-,,-,KENTUCKY,,20203540,POINT (-85.290484 37.526683)
PUERTO RICO,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20203567,POINT (-66.414655 18.215692)
MAINE,2020,35,,-,0,,,-,5,,,-,0,,,-,,-,MAINE,,20203504,POINT (-69.06137 45.117911)
VIRGINIA,2020,35,,-,4,,6,,45,,,-,0,,,-,,-,VIRGINIA,,20203536,POINT (-78.666382 37.510861)
ARIZONA,2020,35,,-,5,,8,,82,,,-,0,,,-,,-,ARIZONA,,20203549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20203564,
WISCONSIN,2020,35,,-,2,,8,,23,,,-,0,,,-,,-,WISCONSIN,,20203519,POINT (-89.732969 44.639954)
TOTAL,2020,29,,-,92,,471,,1938,,,-,0,,,-,,-,,TOTAL,20202970,
IDAHO,2020,35,,-,1,,,-,1,,,-,0,,,-,,-,IDAHO,,20203551,POINT (-114.659366 44.389073)
MICHIGAN,2020,35,,-,1,,3,,19,,,-,0,,,-,,-,MICHIGAN,,20203517,POINT (-85.730977 44.874798)
GEORGIA,2020,35,,-,1,,2,,46,,,-,0,,,-,,-,GEORGIA,,20203532,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,35,,-,11,,62,,96,,,-,0,,,-,,-,,NEW YORK CITY,20203512,
ARKANSAS,2020,35,,-,2,,8,,,-,,-,0,,,-,,-,ARKANSAS,,20203544,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,35,,-,1,,1,,43,,,-,0,,,-,,-,MISSISSIPPI,,20203541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,35,,-,2,,,-,3,,,-,0,,,-,,-,SOUTH DAKOTA,,20203527,POINT (-100.230491 44.43614)
WYOMING,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20203556,POINT (-107.55145 42.999627)
MISSOURI,2020,35,,-,15,,67,,16,,,-,0,,,-,,-,MISSOURI,,20203524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,35,1,,24,,122,,532,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20203509,
CALIFORNIA,2020,35,,-,30,,69,,169,,,-,0,,,-,,-,CALIFORNIA,,20203559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,35,,-,0,,,-,2,,,-,0,,,-,,-,WEST VIRGINIA,,20203537,POINT (-80.613729 38.642579)
FLORIDA,2020,35,,-,6,,18,,120,,,-,0,,,-,,-,FLORIDA,,20203531,POINT (-82.420978 28.260731)
MONTANA,2020,35,,-,1,,1,,17,,,-,0,,,-,,-,MONTANA,,20203552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,35,,-,22,,79,,89,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20203520,
MASSACHUSETTS,2020,35,,-,4,,16,,48,,,-,0,,,-,,-,MASSACHUSETTS,,20203505,POINT (-71.481104 42.151077)
MOUNTAIN,2020,35,,-,7,,40,,215,,,-,0,,,-,,-,,MOUNTAIN,20203548,
INDIANA,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20203516,POINT (-86.2818 39.919991)
US TERRITORIES,2020,35,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20203563,
TENNESSEE,2020,36,,-,21,,4,,14,,,-,0,,,-,,-,TENNESSEE,,20203642,POINT (-86.343226 35.842998)
CONNECTICUT,2020,36,,-,6,,18,,3,,,-,0,,,-,,-,CONNECTICUT,,20203603,POINT (-72.738288 41.575155)
MARYLAND,2020,36,,-,1,,4,,12,,,-,0,,,-,,-,MARYLAND,,20203633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,36,,-,19,,16,,9,,,-,0,,,-,,-,SOUTH CAROLINA,,20203635,POINT (-80.864614 33.878572)
OKLAHOMA,2020,36,,-,2,,2,,5,,,-,0,,,-,,-,OKLAHOMA,,20203646,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20203665,POINT (145.725693 15.1834)
OHIO,2020,36,,-,2,,10,,52,,,-,0,,,-,,-,OHIO,,20203618,POINT (-82.70936 40.415534)
MINNESOTA,2020,36,,-,1,,2,,12,,,-,0,,,-,,-,MINNESOTA,,20203623,POINT (-94.198308 46.349153)
LOUISIANA,2020,36,,-,20,,42,,171,,,-,0,,,-,,-,LOUISIANA,,20203645,POINT (-91.840238 30.921314)
HAWAII,2020,36,,-,1,,1,,1,,,-,1,,1,,,-,HAWAII,,20203660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,36,,-,29,,72,,250,,,-,0,,,-,,-,,SOUTH ATLANTIC,20203628,
PENNSYLVANIA,2020,36,,-,14,,24,,360,,,-,0,,,-,,-,PENNSYLVANIA,,20203613,POINT (-77.838886 40.896694)
UTAH,2020,36,,-,1,,3,,24,,,-,0,,,-,,-,UTAH,,20203655,POINT (-111.678222 39.323779)
COLORADO,2020,36,,-,6,,29,,58,,,-,0,,,-,,-,COLORADO,,20203650,POINT (-105.547832 38.998552)
VERMONT,2020,36,,-,1,,2,,2,,,-,0,,,-,,-,VERMONT,,20203608,POINT (-72.662695 44.075252)
KENTUCKY,2020,36,,-,1,,3,,5,,,-,0,,,-,,-,KENTUCKY,,20203640,POINT (-85.290484 37.526683)
MAINE,2020,36,,-,0,,,-,5,,,-,0,,,-,,-,MAINE,,20203604,POINT (-69.06137 45.117911)
VIRGINIA,2020,36,,-,4,,6,,45,,,-,0,,,-,,-,VIRGINIA,,20203636,POINT (-78.666382 37.510861)
ARIZONA,2020,36,,-,5,,8,,82,,,-,0,,,-,,-,ARIZONA,,20203649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20203664,
WISCONSIN,2020,36,,-,2,,8,,24,,,-,0,,,-,,-,WISCONSIN,,20203619,POINT (-89.732969 44.639954)
IDAHO,2020,36,,-,0,,,-,1,,,-,0,,,-,,-,IDAHO,,20203651,POINT (-114.659366 44.389073)
MICHIGAN,2020,36,,-,1,,3,,19,,,-,0,,,-,,-,MICHIGAN,,20203617,POINT (-85.730977 44.874798)
GEORGIA,2020,36,,-,1,,2,,46,,,-,0,,,-,,-,GEORGIA,,20203632,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,36,,-,11,,62,,97,,,-,0,,,-,,-,,NEW YORK CITY,20203612,
ARKANSAS,2020,36,,-,2,,8,,,-,,-,0,,,-,,-,ARKANSAS,,20203644,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,36,,-,1,,2,,43,,,-,0,,,-,,-,MISSISSIPPI,,20203641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,36,,-,2,,,-,3,,,-,0,,,-,,-,SOUTH DAKOTA,,20203627,POINT (-100.230491 44.43614)
WYOMING,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20203656,POINT (-107.55145 42.999627)
MASSACHUSETTS,2020,29,,-,4,,16,,42,,,-,0,,,-,,-,MASSACHUSETTS,,20202905,POINT (-71.481104 42.151077)
MIDDLE ATLANTIC,2020,29,,-,24,,120,,492,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20202909,
NEW YORK CITY,2020,29,,-,11,,61,,83,,,-,0,,,-,,-,,NEW YORK CITY,20202912,
INDIANA,2020,29,,-,3,,6,,75,,,-,0,,,-,,-,INDIANA,,20202916,POINT (-86.2818 39.919991)
MICHIGAN,2020,29,,-,2,,2,,16,,,-,0,,,-,,-,MICHIGAN,,20202917,POINT (-85.730977 44.874798)
WEST NORTH CENTRAL,2020,29,,-,22,,77,,50,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20202920,
MISSOURI,2020,29,,-,15,,67,,14,,,-,0,,,-,,-,MISSOURI,,20202924,POINT (-92.477244 38.3675)
SOUTH DAKOTA,2020,29,,-,2,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20202927,POINT (-100.230491 44.43614)
FLORIDA,2020,29,,-,21,,17,,80,,,-,0,,,-,,-,FLORIDA,,20202931,POINT (-82.420978 28.260731)
GEORGIA,2020,29,,-,3,,2,,43,,,-,0,,,-,,-,GEORGIA,,20202932,POINT (-83.426574 32.638481)
WEST VIRGINIA,2020,29,,-,0,,,-,2,,,-,0,,,-,,-,WEST VIRGINIA,,20202937,POINT (-80.613729 38.642579)
MISSISSIPPI,2020,29,,-,1,,1,,39,,,-,0,,,-,,-,MISSISSIPPI,,20202941,POINT (-89.65344 32.713378)
ARKANSAS,2020,29,,-,2,,8,,,-,,-,0,,,-,,-,ARKANSAS,,20202944,POINT (-92.439162 34.899825)
MOUNTAIN,2020,29,,-,12,,40,,179,,,-,0,,,-,,-,,MOUNTAIN,20202948,
IDAHO,2020,29,,-,1,,,-,,-,,-,0,,,-,,-,IDAHO,,20202951,POINT (-114.659366 44.389073)
MONTANA,2020,29,,-,3,,1,,12,,,-,0,,,-,,-,MONTANA,,20202952,POINT (-109.645127 47.033521)
WYOMING,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20202956,POINT (-107.55145 42.999627)
CALIFORNIA,2020,29,,U,,NC,,U,,U,,-,0,,,-,,-,CALIFORNIA,,20202959,POINT (-119.662127 37.211164)
US TERRITORIES,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20202963,
U.S. VIRGIN ISLANDS,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20202968,POINT (-64.840836 18.060868)
NON-US RESIDENTS,2020,29,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20202969,
NEW YORK CITY,2020,32,,-,11,,62,,89,,,-,0,,,-,,-,,NEW YORK CITY,20203212,
PENNSYLVANIA,2020,32,,-,14,,24,,349,,,-,0,,,-,,-,PENNSYLVANIA,,20203213,POINT (-77.838886 40.896694)
EAST NORTH CENTRAL,2020,32,,-,7,,47,,231,,,-,0,,,-,1,,,EAST NORTH CENTRAL,20203214,
ILLINOIS,2020,32,,-,3,,20,,67,,,-,0,,,-,,-,ILLINOIS,,20203215,POINT (-89.148632 40.124144)
INDIANA,2020,32,,-,3,,7,,76,,,-,0,,,-,,-,INDIANA,,20203216,POINT (-86.2818 39.919991)
MOUNTAIN,2020,42,,-,6,,43,,243,,,-,0,,,-,,-,,MOUNTAIN,20204248,
INDIANA,2020,42,,-,2,,1,,84,,,-,0,,,-,,-,INDIANA,,20204216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20204269,
US TERRITORIES,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20204263,
MAINE,2020,45,,-,1,,1,,5,,,-,0,,,-,,-,MAINE,,20204504,POINT (-69.06137 45.117911)
VIRGINIA,2020,45,,-,2,,7,,62,,,-,0,,,-,,-,VIRGINIA,,20204536,POINT (-78.666382 37.510861)
ARIZONA,2020,45,,-,2,,9,,97,,,-,0,,,-,,-,ARIZONA,,20204549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20204564,
WISCONSIN,2020,45,,-,1,,8,,26,,,-,0,,,-,,-,WISCONSIN,,20204519,POINT (-89.732969 44.639954)
NEW JERSEY,2020,32,,-,5,,8,,42,,,-,0,,,-,,-,NEW JERSEY,,20203210,POINT (-74.655514 40.110253)
NEW YORK,2020,32,,-,4,,26,,35,,,-,0,,,-,,-,NEW YORK,,20203211,POINT (-75.59655 42.921241)
IDAHO,2020,45,,-,0,,,-,1,,,-,0,,,-,,-,IDAHO,,20204551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204568,POINT (-64.840836 18.060868)
MICHIGAN,2020,45,,-,1,,4,,22,,,-,0,,,-,,-,MICHIGAN,,20204517,POINT (-85.730977 44.874798)
GEORGIA,2020,45,,-,1,,2,,46,,,-,0,,,-,,-,GEORGIA,,20204532,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,45,,-,11,,64,,129,,,-,0,,,-,,-,,NEW YORK CITY,20204512,
ARKANSAS,2020,45,,-,13,,8,,32,,,-,0,,,-,,-,ARKANSAS,,20204544,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,45,,-,1,,2,,43,,,-,0,,,-,,-,MISSISSIPPI,,20204541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,45,,-,0,,,-,12,,,-,0,,,-,,-,SOUTH DAKOTA,,20204527,POINT (-100.230491 44.43614)
WYOMING,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20204556,POINT (-107.55145 42.999627)
MISSOURI,2020,45,,-,22,,70,,58,,,-,0,,,-,,-,MISSOURI,,20204524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,45,1,,19,,133,,662,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20204509,
US RESIDENTS,2020,32,1,,82,,529,,1714,,,-,1,,1,,1,,,US RESIDENTS,20203201,
NEW ENGLAND,2020,32,,-,9,,44,,62,,,-,0,,,-,,-,,NEW ENGLAND,20203202,
CONNECTICUT,2020,32,,-,6,,18,,3,,,-,0,,,-,,-,CONNECTICUT,,20203203,POINT (-72.738288 41.575155)
MAINE,2020,32,,-,0,,,-,5,,,-,0,,,-,,-,MAINE,,20203204,POINT (-69.06137 45.117911)
MASSACHUSETTS,2020,32,,-,4,,16,,45,,,-,0,,,-,,-,MASSACHUSETTS,,20203205,POINT (-71.481104 42.151077)
MOUNTAIN,2020,32,,-,12,,40,,190,,,-,0,,,-,,-,,MOUNTAIN,20203248,
TOTAL,2020,36,1,,98,,554,,2590,,,-,1,,1,,,-,,TOTAL,20203670,
GUAM,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20203666,POINT (144.653198 13.3532)
PUERTO RICO,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20203667,POINT (-66.414655 18.215692)
U.S. VIRGIN ISLANDS,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203668,POINT (-64.840836 18.060868)
MISSOURI,2020,36,,-,15,,67,,17,,,-,0,,,-,,-,MISSOURI,,20203624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,36,1,,24,,123,,540,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20203609,
CALIFORNIA,2020,36,,-,30,,70,,201,,,-,0,,,-,,-,CALIFORNIA,,20203659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,36,,-,0,,,-,2,,,-,0,,,-,,-,WEST VIRGINIA,,20203637,POINT (-80.613729 38.642579)
FLORIDA,2020,36,,-,6,,18,,122,,,-,0,,,-,,-,FLORIDA,,20203631,POINT (-82.420978 28.260731)
MONTANA,2020,36,,-,1,,1,,17,,,-,0,,,-,,-,MONTANA,,20203652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,36,,-,22,,79,,103,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20203620,
MASSACHUSETTS,2020,36,,-,4,,18,,48,,,-,0,,,-,,-,MASSACHUSETTS,,20203605,POINT (-71.481104 42.151077)
MOUNTAIN,2020,36,,-,7,,41,,216,,,-,0,,,-,,-,,MOUNTAIN,20203648,
INDIANA,2020,36,,-,3,,1,,78,,,-,0,,,-,,-,INDIANA,,20203616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20203669,
US TERRITORIES,2020,36,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20203663,
NEW HAMPSHIRE,2020,37,,-,3,,8,,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20203706,POINT (-71.57139 43.680429)
NEW YORK,2020,37,,-,4,,28,,39,,,-,0,,,-,,-,NEW YORK,,20203711,POINT (-75.59655 42.921241)
NEBRASKA,2020,37,,-,19,,,-,42,,,-,0,,,-,,-,NEBRASKA,,20203725,POINT (-99.810595 41.527099)
NORTH DAKOTA,2020,37,,-,1,,3,,17,,,-,0,,,-,,-,NORTH DAKOTA,,20203726,POINT (-100.46931 47.446305)
IOWA,2020,37,,-,2,,7,,10,,,-,0,,,-,,-,IOWA,,20203721,POINT (-93.500061 42.074659)
TOTAL,2020,43,,-,98,,585,,3084,,,-,1,,1,,,-,,TOTAL,20204370,
US RESIDENTS,2020,43,,-,98,,585,,3081,,,-,1,,1,,,-,,US RESIDENTS,20204301,
NEW HAMPSHIRE,2020,43,,-,3,,8,,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20204306,POINT (-71.57139 43.680429)
NEW YORK,2020,43,,-,5,,35,,48,,,-,0,,,-,,-,NEW YORK,,20204311,POINT (-75.59655 42.921241)
US RESIDENTS,2020,36,1,,98,,554,,2590,,,-,1,,1,,,-,,US RESIDENTS,20203601,
NEW HAMPSHIRE,2020,36,,-,3,,8,,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20203606,POINT (-71.57139 43.680429)
PACIFIC,2020,43,,-,59,,81,,304,,,-,1,,1,,,-,,PACIFIC,20204357,
NEW HAMPSHIRE,2020,32,,-,3,,8,,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20203206,POINT (-71.57139 43.680429)
RHODE ISLAND,2020,32,,-,1,,,-,7,,,-,0,,,-,,-,RHODE ISLAND,,20203207,POINT (-71.534637 41.572574)
VERMONT,2020,32,,-,1,,2,,2,,,-,0,,,-,,-,VERMONT,,20203208,POINT (-72.662695 44.075252)
MIDDLE ATLANTIC,2020,32,,-,24,,120,,515,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20203209,
MICHIGAN,2020,32,,-,2,,2,,19,,,-,0,,,-,1,,MICHIGAN,,20203217,POINT (-85.730977 44.874798)
OHIO,2020,32,,-,4,,10,,48,,,-,0,,,-,,-,OHIO,,20203218,POINT (-82.70936 40.415534)
WISCONSIN,2020,32,,-,2,,8,,21,,,-,0,,,-,,-,WISCONSIN,,20203219,POINT (-89.732969 44.639954)
WEST NORTH CENTRAL,2020,32,,-,22,,78,,61,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20203220,
IOWA,2020,32,,-,2,,7,,6,,,-,0,,,-,,-,IOWA,,20203221,POINT (-93.500061 42.074659)
MINNESOTA,2020,32,,-,6,,2,,2,,,-,0,,,-,,-,MINNESOTA,,20203223,POINT (-94.198308 46.349153)
MISSOURI,2020,32,,-,15,,67,,15,,,-,0,,,-,,-,MISSOURI,,20203224,POINT (-92.477244 38.3675)
NEBRASKA,2020,32,,-,19,,,-,14,,,-,0,,,-,,-,NEBRASKA,,20203225,POINT (-99.810595 41.527099)
NORTH DAKOTA,2020,32,,-,1,,2,,15,,,-,0,,,-,,-,NORTH DAKOTA,,20203226,POINT (-100.46931 47.446305)
SOUTH DAKOTA,2020,32,,-,2,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20203227,POINT (-100.230491 44.43614)
SOUTH ATLANTIC,2020,32,1,,29,,70,,223,,,-,0,,,-,,-,,SOUTH ATLANTIC,20203228,
DELAWARE,2020,32,,-,3,,7,,1,,,-,0,,,-,,-,DELAWARE,,20203229,POINT (-75.452394 38.994926)
DISTRICT OF COLUMBIA,2020,32,,-,1,,,-,3,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20203230,POINT (-77.016275 38.904785)
FLORIDA,2020,32,1,,9,,18,,107,,,-,0,,,-,,-,FLORIDA,,20203231,POINT (-82.420978 28.260731)
GEORGIA,2020,32,,-,1,,2,,45,,,-,0,,,-,,-,GEORGIA,,20203232,POINT (-83.426574 32.638481)
MARYLAND,2020,32,,-,1,,3,,11,,,-,0,,,-,,-,MARYLAND,,20203233,POINT (-76.687282 38.946466)
NORTH CAROLINA,2020,32,,-,18,,18,,9,,,-,0,,,-,,-,NORTH CAROLINA,,20203234,POINT (-79.130883 35.52603)
SOUTH CAROLINA,2020,32,,-,19,,16,,9,,,-,0,,,-,,-,SOUTH CAROLINA,,20203235,POINT (-80.864614 33.878572)
